"Codice";"Titolo";"Classificazione"
"35.24.00";"Stoccaggio di gas nell'ambito dei servizi di fornitura della rete";"Sottocategoria"
"35.3";"Fornitura di vapore e aria condizionata";"Gruppo"
"35.30";"Fornitura di vapore e aria condizionata";"Classe"
"35.30.0";"Fornitura di vapore e aria condizionata";"Categoria"
"35.30.00";"Fornitura di vapore e aria condizionata";"Sottocategoria"
"35.4";"Attività di servizi di intermediazione per l'energia elettrica e il gas naturale";"Gruppo"
"35.40";"Attività di servizi di intermediazione per l'energia elettrica e il gas naturale";"Classe"
"35.40.0";"Attività di servizi di intermediazione per l'energia elettrica e il gas naturale";"Categoria"
"35.40.00";"Attività di servizi di intermediazione per l'energia elettrica e il gas naturale";"Sottocategoria"
"E";"FORNITURA DI ACQUA; GESTIONDI RETI FOGNARIE, ATTIVITÀ DI TRATTAMENTO DEI RIFIUTI RISANAMENTO";"Sezione"
"36";"Raccolta, trattamento e fornitura di acqua";"Divisione"
"36.0";"Raccolta, trattamento e fornitura di acqua";"Gruppo"
"36.00";"Raccolta, trattamento e fornitura di acqua";"Classe"
"36.00.0";"Raccolta, trattamento e fornitura di acqua";"Categoria"
"36.00.00";"Raccolta, trattamento e fornitura di acqua";"Sottocategoria"
"37";"Gestione delle reti fognarie";"Divisione"
"37.0";"Gestione delle reti fognarie";"Gruppo"
"37.00";"Gestione delle reti fognarie";"Classe"
"37.00.0";"Gestione delle reti fognarie";"Categoria"
"37.00.00";"Gestione delle reti fognarie";"Sottocategoria"
"38";"Attività di raccolta, recupero e smaltimento dei rifiuti";"Divisione"
"38.1";"Raccolta dei rifiuti";"Gruppo"
"38.11";"Raccolta di rifiuti non pericolosi";"Classe"
"38.11.0";"Raccolta di rifiuti non pericolosi";"Categoria"
"38.11.00";"Raccolta di rifiuti non pericolosi";"Sottocategoria"
"38.12";"Raccolta di rifiuti pericolosi";"Classe"
"38.12.0";"Raccolta di rifiuti pericolosi";"Categoria"
"38.12.00";"Raccolta di rifiuti pericolosi";"Sottocategoria"
"38.2";"Recupero dei rifiuti";"Gruppo"
"38.21";"Recupero dei materiali";"Classe"
"38.21.1";"Smantellamento di carcasse";"Categoria"
"38.21.11";"Smantellamento di carcasse di navi per il recupero dei materiali";"Sottocategoria"
"38.21.12";"Smantellamento di altre carcasse";"Sottocategoria"
"38.21.2";"Recupero dei materiali da rifiuti metallici";"Categoria"
"38.21.20";"Recupero dei materiali da rifiuti metallici";"Sottocategoria"
"38.21.3";"Recupero dei materiali da rifiuti plastici";"Categoria"
"38.21.30";"Recupero dei materiali da rifiuti plastici";"Sottocategoria"
"38.21.4";"Recupero dei materiali da altri rifiuti";"Categoria"
"38.21.40";"Recupero dei materiali da altri rifiuti";"Sottocategoria"
"38.22";"Recupero di energia";"Classe"
"38.22.0";"Recupero di energia";"Categoria"
"38.22.00";"Recupero di energia";"Sottocategoria"
"38.23";"Altre attività di recupero dei rifiuti";"Classe"
"38.23.0";"Altre attività di recupero dei rifiuti";"Categoria"
"38.23.00";"Altre attività di recupero dei rifiuti";"Sottocategoria"
"38.3";"Smaltimento dei rifiuti senza recupero";"Gruppo"
"38.31";"Incenerimento senza recupero di energia";"Classe"
"38.31.0";"Incenerimento senza recupero di energia";"Categoria"
"38.31.00";"Incenerimento senza recupero di energia";"Sottocategoria"
"38.32";"Conferimento in discarica o stoccaggio permanente";"Classe"
"38.32.0";"Conferimento in discarica o stoccaggio permanente";"Categoria"
"38.32.00";"Conferimento in discarica o stoccaggio permanente";"Sottocategoria"
"38.33";"Altre attività di smaltimento dei rifiuti";"Classe"
"38.33.0";"Altre attività di smaltimento dei rifiuti";"Categoria"
"38.33.00";"Altre attività di smaltimento dei rifiuti";"Sottocategoria"
"39";"Attività di risanamento e altri servizi di gestione dei rifiuti";"Divisione"
"39.0";"Attività di risanamento e altri servizi di gestione dei rifiuti";"Gruppo"
"39.00";"Attività di risanamento e altri servizi di gestione dei rifiuti";"Classe"
"39.00.0";"Attività di risanamento e altri servizi di gestione dei rifiuti";"Categoria"
"39.00.01";"Attività di rimozione di amianto, vernici a base di piombo e altri materiali tossici";"Sottocategoria"
"39.00.09";"Attività di risanamento e altri servizi di gestione dei rifiuti n.c.a.";"Sottocategoria"
"F";"COSTRUZIONI";"Sezione"
"41";"Costruzione di edifici residenziali e non residenziali";"Divisione"
"41.0";"Costruzione di edifici residenziali e non residenziali";"Gruppo"
"41.00";"Costruzione di edifici residenziali e non residenziali";"Classe"
"41.00.0";"Costruzione di edifici residenziali e non residenziali";"Categoria"
"41.00.00";"Costruzione di edifici residenziali e non residenziali";"Sottocategoria"
"42";"Ingegneria civile";"Divisione"
"42.1";"Costruzione di strade e linee ferroviarie";"Gruppo"
"42.11";"Costruzione di strade e autostrade";"Classe"
"42.11.0";"Costruzione di strade e autostrade";"Categoria"
"42.11.00";"Costruzione di strade e autostrade";"Sottocategoria"
"42.12";"Costruzione di linee ferroviarie e metropolitane";"Classe"
"42.12.0";"Costruzione di linee ferroviarie e metropolitane";"Categoria"
"42.12.00";"Costruzione di linee ferroviarie e metropolitane";"Sottocategoria"
"42.13";"Costruzione di ponti e gallerie";"Classe"
"42.13.0";"Costruzione di ponti e gallerie";"Categoria"
"42.13.00";"Costruzione di ponti e gallerie";"Sottocategoria"
"42.2";"Costruzione di opere di pubblica utilità";"Gruppo"
"42.21";"Costruzione di opere di pubblica utilità per il trasporto dei fluidi";"Classe"
"42.21.0";"Costruzione di opere di pubblica utilità per il trasporto dei fluidi";"Categoria"
"42.21.00";"Costruzione di opere di pubblica utilità per il trasporto dei fluidi";"Sottocategoria"
"42.22";"Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni";"Classe"
"42.22.0";"Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni";"Categoria"
"42.22.00";"Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni";"Sottocategoria"
"42.9";"Costruzione di altre opere di ingegneria civile";"Gruppo"
"42.91";"Costruzione di opere idrauliche";"Classe"
"42.91.0";"Costruzione di opere idrauliche";"Categoria"
"42.91.00";"Costruzione di opere idrauliche";"Sottocategoria"
"42.99";"Costruzione di altre opere di ingegneria civile n.c.a.";"Classe"
"42.99.0";"Costruzione di altre opere di ingegneria civile n.c.a.";"Categoria"
"42.99.00";"Costruzione di altre opere di ingegneria civile n.c.a.";"Sottocategoria"
"43";"Lavori di costruzione specializzati";"Divisione"
"43.1";"Demolizione e preparazione del cantiere edile";"Gruppo"
"43.11";"Demolizione";"Classe"
"43.11.0";"Demolizione";"Categoria"
"43.11.00";"Demolizione";"Sottocategoria"
"43.12";"Preparazione del cantiere edile";"Classe"
"43.12.0";"Preparazione del cantiere edile";"Categoria"
"43.12.01";"Preparazione del sito per scavi archeologici";"Sottocategoria"
"43.12.09";"Altre attività di preparazione del cantiere edile";"Sottocategoria"
"43.13";"Trivellazioni e perforazioni";"Classe"
"43.13.0";"Trivellazioni e perforazioni";"Categoria"
"43.13.00";"Trivellazioni e perforazioni";"Sottocategoria"
"43.2";"Installazione di impianti elettrici, idraulici e altri lavori di installazione edili";"Gruppo"
"43.21";"Installazione di impianti elettrici";"Classe"
"43.21.0";"Installazione di impianti elettrici";"Categoria"
"43.21.01";"Installazione di impianti di illuminazione e fotovoltaici in edifici";"Sottocategoria"
"43.21.02";"Installazione di cablaggi per telecomunicazioni e altre reti";"Sottocategoria"
"43.21.03";"Installazione di impianti di illuminazione stradale e di piste aeroportuali";"Sottocategoria"
"43.21.04";"Installazione di insegne elettriche e luminarie per feste";"Sottocategoria"
"43.21.05";"Installazione di impianti di illuminazione elettrica votiva e cimiteriale";"Sottocategoria"
"43.22";"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria";"Classe"
"43.22.0";"Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria";"Categoria"
"43.22.01";"Installazione di impianti geotermici";"Sottocategoria"
"43.22.02";"Installazione di impianti di depurazione per piscine";"Sottocategoria"
"43.22.03";"Installazione di impianti di spegnimento di incendi";"Sottocategoria"
"43.22.04";"Installazione di impianti di irrigazione per giardini";"Sottocategoria"
"43.22.05";"Installazione di altri impianti termo-idraulici";"Sottocategoria"
"43.22.06";"Installazione di impianti per la distribuzione del gas";"Sottocategoria"
"43.22.07";"Installazione di impianti di riscaldamento e di condizionamento dell'aria";"Sottocategoria"
"43.23";"Installazione di sistemi per l'isolamento";"Classe"
"43.23.0";"Installazione di sistemi per l'isolamento";"Categoria"
"43.23.00";"Installazione di sistemi per l'isolamento";"Sottocategoria"
"43.24";"Altri lavori di installazione edili";"Classe"
"43.24.0";"Altri lavori di installazione edili";"Categoria"
"43.24.01";"Installazione di ascensori e scale mobili";"Sottocategoria"
"43.24.02";"Installazione di insegne non elettriche";"Sottocategoria"
"43.24.09";"Altri lavori di installazione edili n.c.a.";"Sottocategoria"
"43.3";"Completamento e finitura di edifici";"Gruppo"
"43.31";"Intonacatura";"Classe"
"43.31.0";"Intonacatura";"Categoria"
"43.31.01";"Posa in opera di cartongesso";"Sottocategoria"
"43.31.02";"Altri lavori di intonacatura";"Sottocategoria"
"43.32";"Posa in opera di infissi";"Classe"
"43.32.0";"Posa in opera di infissi";"Categoria"
"43.32.01";"Posa in opera di porte blindate";"Sottocategoria"
"43.32.02";"Posa in opera di porte non blindate, finestre, arredi, controsoffitti, pareti mobili e simili";"Sottocategoria"
"43.33";"Rivestimento di pavimenti e di pareti";"Classe"
"43.33.0";"Rivestimento di pavimenti e di pareti";"Categoria"
"43.33.00";"Rivestimento di pavimenti e di pareti";"Sottocategoria"
"43.34";"Tinteggiatura e posa in opera di vetri";"Classe"
"43.34.0";"Tinteggiatura e posa in opera di vetri";"Categoria"
"43.34.01";"Tinteggiatura";"Sottocategoria"
"43.34.02";"Posa in opera di vetri";"Sottocategoria"
"43.35";"Altri lavori di completamento e finitura degli edifici";"Classe"
"43.35.0";"Altri lavori di completamento e finitura degli edifici";"Categoria"
"43.35.00";"Altri lavori di completamento e finitura degli edifici";"Sottocategoria"
"43.4";"Lavori di costruzione specializzati nella costruzione di edifici";"Gruppo"
"43.41";"Realizzazione di coperture";"Classe"
"43.41.0";"Realizzazione di coperture";"Categoria"
"43.41.00";"Realizzazione di coperture";"Sottocategoria"
"43.42";"Altri lavori di costruzione specializzati nella costruzione di edifici";"Classe"
"43.42.0";"Altri lavori di costruzione specializzati nella costruzione di edifici";"Categoria"
"43.42.00";"Altri lavori di costruzione specializzati nella costruzione di edifici";"Sottocategoria"
"43.5";"Lavori di costruzione specializzati nell'ingegneria civile";"Gruppo"
"43.50";"Lavori di costruzione specializzati nell'ingegneria civile";"Classe"
"43.50.0";"Lavori di costruzione specializzati nell'ingegneria civile";"Categoria"
"43.50.00";"Lavori di costruzione specializzati nell'ingegneria civile";"Sottocategoria"
"43.6";"Attività di servizi di intermediazione per servizi di costruzione specializzati";"Gruppo"
"43.60";"Attività di servizi di intermediazione per servizi di costruzione specializzati";"Classe"
"43.60.0";"Attività di servizi di intermediazione per servizi di costruzione specializzati";"Categoria"
"43.60.00";"Attività di servizi di intermediazione per servizi di costruzione specializzati";"Sottocategoria"
"43.9";"Altri lavori di costruzione specializzati";"Gruppo"
"43.91";"Lavori di muratura";"Classe"
"43.91.0";"Lavori di muratura";"Categoria"
"43.91.00";"Lavori di muratura";"Sottocategoria"
"43.99";"Altri lavori di costruzione specializzati n.c.a.";"Classe"
"43.99.0";"Altri lavori di costruzione specializzati n.c.a.";"Categoria"
"43.99.01";"Noleggio di gru e altre attrezzature edili con operatore";"Sottocategoria"
"43.99.02";"Interventi su siti ed edifici storici e archeologici";"Sottocategoria"
"43.99.09";"Altri lavori vari di costruzione specializzati n.c.a.";"Sottocategoria"
"G";"COMMERCIO ALL'INGROSSO E AL DETTAGLIO";"Sezione"
"46";"Commercio all'ingrosso";"Divisione"
"46.1";"Attività di servizi di intermediazione per il commercio all'ingrosso";"Gruppo"
"46.11";"Attività di intermediari del commercio all'ingrosso di materie prime agricole, animali vivi, materie prime tessili e semilavorati";"Classe"
"46.11.0";"Attività di intermediari del commercio all'ingrosso di materie prime agricole, animali vivi, materie prime tessili e semilavorati";"Categoria"
"46.11.01";"Attività di intermediari del commercio all'ingrosso di materie prime agricole";"Sottocategoria"
"46.11.02";"Attività di intermediari del commercio all'ingrosso di fiori e piante";"Sottocategoria"
"46.11.03";"Attività di intermediari del commercio all'ingrosso di animali vivi";"Sottocategoria"
"46.11.04";"Attività di intermediari del commercio all'ingrosso di materie prime tessili e semilavorati";"Sottocategoria"
"46.12";"Attività di intermediari del commercio all'ingrosso di combustibili, minerali, metalli e prodotti chimici per l'industria";"Classe"
"46.12.0";"Attività di intermediari del commercio all'ingrosso di combustibili, minerali, metalli e prodotti chimici per l'industria";"Categoria"
"46.12.01";"Attività di intermediari del commercio all'ingrosso di combustibili liquidi e gassosi";"Sottocategoria"
"46.12.02";"Attività di intermediari del commercio all'ingrosso di combustibili solidi";"Sottocategoria"
"46.12.03";"Attività di intermediari del commercio all'ingrosso di minerali e metalli";"Sottocategoria"
"46.12.04";"Attività di intermediari del commercio all'ingrosso di fertilizzanti e altri prodotti chimici per l'agricoltura";"Sottocategoria"
"46.12.05";"Attività di intermediari del commercio all'ingrosso di prodotti chimici per l'industria";"Sottocategoria"
"46.13";"Attività di intermediari del commercio all'ingrosso di legname e materiali da costruzione";"Classe"
"46.13.0";"Attività di intermediari del commercio all'ingrosso di legname e materiali da costruzione";"Categoria"
"46.13.01";"Attività di intermediari del commercio all'ingrosso di legname";"Sottocategoria"
"46.13.02";"Attività di intermediari del commercio all'ingrosso di pitture, vernici e lacche";"Sottocategoria"
"46.13.03";"Attività di intermediari del commercio all'ingrosso di altri materiali da costruzione";"Sottocategoria"
"46.14";"Attività di intermediari del commercio all'ingrosso di macchine e attrezzature industriali, navi e aeromobili";"Classe"
"46.14.0";"Attività di intermediari del commercio all'ingrosso di macchine e attrezzature industriali, navi e aeromobili";"Categoria"
"46.14.01";"Attività di intermediari del commercio all'ingrosso di macchine e attrezzature per l'industria e il commercio";"Sottocategoria"
"46.14.02";"Attività di intermediari del commercio all'ingrosso di macchine e attrezzature per l'edilizia";"Sottocategoria"
"46.14.03";"Attività di intermediari del commercio all'ingrosso di macchine per ufficio, computer e apparecchiature per le comunicazioni";"Sottocategoria"
"46.14.04";"Attività di intermediari del commercio all'ingrosso di attrezzature agricole";"Sottocategoria"
"46.14.05";"Attività di intermediari del commercio all'ingrosso di navi e aeromobili";"Sottocategoria"
"46.15";"Attività di intermediari del commercio all'ingrosso di mobili, articoli per la casa e ferramenta";"Classe"
"46.15.0";"Attività di intermediari del commercio all'ingrosso di mobili, articoli per la casa e ferramenta";"Categoria"
"46.15.01";"Attività di intermediari del commercio all'ingrosso di mobili in legno, metallo e materie plastiche";"Sottocategoria"
"46.15.02";"Attività di intermediari del commercio all'ingrosso di altri mobili e oggetti di arredamento per la casa";"Sottocategoria"
"46.15.03";"Attività di intermediari del commercio all'ingrosso di apparecchiature di riscaldamento, ventilazione e condizionamento domestico";"Sottocategoria"
